id,label,Image Path,Last Seen Location,Missing Since,Mobile Number
Hrithik Roshan_43.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_43.jpg,Dubai,2021-09-11,9484146518
Amitabh Bachchan_35.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_35.jpg,Hyderabad,2021-05-24,9867065072
Anushka Sharma_32.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_32.jpg,Paris,2025-02-24,9226815087
Margot Robbie_40.jpg,Margot Robbie,/content/drive/MyDrive/dataset/Faces/Margot Robbie_40.jpg,Dubai,2024-03-19,9054233038
Lisa Kudrow_58.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_58.jpg,Delhi,2020-08-22,9475971593
Andy Samberg_22.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_22.jpg,Paris,2021-08-04,9874988914
Claire Holt_59.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_59.jpg,New York,2024-01-09,9834156352
Elizabeth Olsen_6.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_6.jpg,London,2022-06-27,9446822052
Zac Efron_2.jpg,Zac Efron,/content/drive/MyDrive/dataset/Faces/Zac Efron_2.jpg,Mumbai,2024-10-18,9250945158
Akshay Kumar_22.jpg,Akshay Kumar,/content/drive/MyDrive/dataset/Faces/Akshay Kumar_22.jpg,Dubai,2022-07-13,9860619792
Camila Cabello_52.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_52.jpg,Toronto,2024-05-09,9619616979
Roger Federer_8.jpg,Roger Federer,/content/drive/MyDrive/dataset/Faces/Roger Federer_8.jpg,Delhi,2025-02-23,9906396409
Courtney Cox_51.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_51.jpg,Toronto,2024-02-28,9466535341
Robert Downey Jr_88.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_88.jpg,Toronto,2020-08-16,9497838461
Robert Downey Jr_102.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_102.jpg,New York,2023-10-02,9101338476
Andy Samberg_70.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_70.jpg,Paris,2022-04-26,9695219703
Hugh Jackman_29.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_29.jpg,Dubai,2024-01-03,9253088157
Alia Bhatt_45.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_45.jpg,Mumbai,2023-12-15,9239555104
Courtney Cox_55.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_55.jpg,Dubai,2025-03-06,9378704775
Hugh Jackman_24.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_24.jpg,Toronto,2022-01-31,9550957570
Henry Cavill_64.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_64.jpg,Hyderabad,2021-02-03,9436490657
Henry Cavill_101.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_101.jpg,Hyderabad,2024-03-27,9311613994
Elizabeth Olsen_50.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_50.jpg,Mumbai,2024-12-17,9353836934
Alia Bhatt_5.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_5.jpg,Tokyo,2023-04-13,9263384356
Brad Pitt_50.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_50.jpg,London,2023-05-07,9751534313
Vijay Deverakonda_1.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_1.jpg,Dubai,2021-12-21,9100464148
Ellen Degeneres_35.jpg,Ellen Degeneres,/content/drive/MyDrive/dataset/Faces/Ellen Degeneres_35.jpg,London,2023-05-24,9334008879
Brad Pitt_46.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_46.jpg,Paris,2024-09-09,9482461614
Jessica Alba_33.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_33.jpg,Delhi,2023-03-20,9830672975
Courtney Cox_63.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_63.jpg,Paris,2022-12-24,9319478651
Courtney Cox_0.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_0.jpg,Dubai,2023-06-07,9014750513
Andy Samberg_78.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_78.jpg,Toronto,2024-07-04,9941850935
Hrithik Roshan_79.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_79.jpg,Hyderabad,2021-08-22,9546768801
Brad Pitt_27.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_27.jpg,Paris,2024-10-25,9354639781
Camila Cabello_57.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_57.jpg,Paris,2024-06-14,9423161903
Natalie Portman_8.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_8.jpg,Dubai,2021-02-06,9257455017
Camila Cabello_21.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_21.jpg,London,2020-08-13,9184759409
Lisa Kudrow_68.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_68.jpg,Chennai,2022-08-23,9814678008
Alexandra Daddario_87.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_87.jpg,Paris,2024-08-05,9002756095
Brad Pitt_59.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_59.jpg,Dubai,2024-10-22,9345761457
Andy Samberg_44.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_44.jpg,Chennai,2021-10-18,9076489084
Jessica Alba_14.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_14.jpg,Dubai,2023-04-03,9561600358
Natalie Portman_37.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_37.jpg,New York,2021-09-30,9598026229
Elizabeth Olsen_4.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_4.jpg,Toronto,2023-12-26,9663994302
Henry Cavill_42.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_42.jpg,Delhi,2023-03-26,9852875592
Natalie Portman_24.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_24.jpg,Hyderabad,2024-06-08,9300348099
Camila Cabello_42.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_42.jpg,Paris,2021-06-07,9078028739
Dwayne Johnson_31.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_31.jpg,Paris,2021-05-01,9438832950
Hrithik Roshan_50.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_50.jpg,London,2023-12-19,9123022579
Hugh Jackman_8.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_8.jpg,Toronto,2021-06-02,9410996254
Vijay Deverakonda_40.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_40.jpg,Mumbai,2021-10-27,9454020399
Elizabeth Olsen_42.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_42.jpg,Chennai,2022-05-02,9933430976
Billie Eilish_18.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_18.jpg,Toronto,2021-08-14,9525876744
Lisa Kudrow_20.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_20.jpg,Paris,2024-09-13,9350278234
Zac Efron_65.jpg,Zac Efron,/content/drive/MyDrive/dataset/Faces/Zac Efron_65.jpg,Mumbai,2023-11-08,9315063767
Natalie Portman_90.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_90.jpg,Paris,2020-10-19,9927505069
Elizabeth Olsen_35.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_35.jpg,Delhi,2021-04-21,9329761413
Hugh Jackman_23.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_23.jpg,London,2024-06-28,9665494511
Andy Samberg_48.jpg,Andy Samberg,/content/drive/MyDrive/dataset/Faces/Andy Samberg_48.jpg,Delhi,2024-12-31,9492151795
Hugh Jackman_85.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_85.jpg,Chennai,2022-09-14,9130908021
Virat Kohli_22.jpg,Virat Kohli,/content/drive/MyDrive/dataset/Faces/Virat Kohli_22.jpg,London,2021-10-10,9281946694
Priyanka Chopra_35.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_35.jpg,Mumbai,2020-11-10,9973763021
Henry Cavill_12.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_12.jpg,Hyderabad,2024-10-16,9199550827
Robert Downey Jr_82.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_82.jpg,Toronto,2023-05-29,9114449272
Charlize Theron_6.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_6.jpg,Mumbai,2024-10-11,9415016959
Dwayne Johnson_57.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_57.jpg,Toronto,2024-10-23,9388069713
Amitabh Bachchan_57.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_57.jpg,Delhi,2024-08-15,9174744240
Margot Robbie_43.jpg,Margot Robbie,/content/drive/MyDrive/dataset/Faces/Margot Robbie_43.jpg,New York,2022-06-22,9913344310
Claire Holt_33.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_33.jpg,Mumbai,2021-09-27,9396535583
Alexandra Daddario_55.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_55.jpg,Chennai,2021-02-03,9621161700
Jessica Alba_73.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_73.jpg,London,2023-07-30,9290320390
Alexandra Daddario_60.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_60.jpg,Tokyo,2020-08-27,9563745123
Zac Efron_80.jpg,Zac Efron,/content/drive/MyDrive/dataset/Faces/Zac Efron_80.jpg,Hyderabad,2021-07-17,9245370342
Jessica Alba_17.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_17.jpg,Toronto,2023-07-07,9134385555
Hugh Jackman_34.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_34.jpg,Hyderabad,2023-09-22,9916596476
Henry Cavill_6.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_6.jpg,London,2024-11-03,9458549165
Hugh Jackman_106.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_106.jpg,Paris,2020-05-13,9814988423
Margot Robbie_56.jpg,Margot Robbie,/content/drive/MyDrive/dataset/Faces/Margot Robbie_56.jpg,Dubai,2024-10-16,9135770102
Jessica Alba_64.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_64.jpg,Dubai,2021-11-24,9933929123
Tom Cruise_0.jpg,Tom Cruise,/content/drive/MyDrive/dataset/Faces/Tom Cruise_0.jpg,Hyderabad,2024-07-09,9228717111
Camila Cabello_44.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_44.jpg,New York,2022-06-27,9014031515
Alexandra Daddario_29.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_29.jpg,New York,2025-02-08,9807526915
Natalie Portman_38.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_38.jpg,Chennai,2020-11-23,9171048974
Virat Kohli_47.jpg,Virat Kohli,/content/drive/MyDrive/dataset/Faces/Virat Kohli_47.jpg,New York,2023-10-28,9292178073
Billie Eilish_32.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_32.jpg,Toronto,2022-02-05,9509453281
Margot Robbie_0.jpg,Margot Robbie,/content/drive/MyDrive/dataset/Faces/Margot Robbie_0.jpg,New York,2022-02-23,9789547972
Vijay Deverakonda_17.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_17.jpg,Paris,2021-10-03,9563316041
Ellen Degeneres_31.jpg,Ellen Degeneres,/content/drive/MyDrive/dataset/Faces/Ellen Degeneres_31.jpg,Dubai,2020-05-05,9460082356
Robert Downey Jr_26.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_26.jpg,Chennai,2021-07-22,9569595780
Hugh Jackman_7.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_7.jpg,Paris,2022-08-07,9577951588
Anushka Sharma_25.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_25.jpg,Toronto,2020-07-07,9487121014
Camila Cabello_85.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_85.jpg,Paris,2022-11-10,9776393885
Vijay Deverakonda_83.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_83.jpg,Paris,2024-11-24,9915813143
Lisa Kudrow_30.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_30.jpg,Toronto,2022-02-26,9331531216
Vijay Deverakonda_0.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_0.jpg,Delhi,2022-05-01,9056049660
Robert Downey Jr_14.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_14.jpg,Paris,2022-04-14,9773159202
Camila Cabello_72.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_72.jpg,Tokyo,2024-02-02,9255192034
Charlize Theron_50.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_50.jpg,Dubai,2020-04-08,9238934424
Vijay Deverakonda_5.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_5.jpg,Tokyo,2022-03-15,9149308237
Margot Robbie_1.jpg,Margot Robbie,/content/drive/MyDrive/dataset/Faces/Margot Robbie_1.jpg,Dubai,2021-01-07,9333014956
Priyanka Chopra_39.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_39.jpg,New York,2024-06-13,9188068922
Hugh Jackman_69.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_69.jpg,Paris,2022-05-12,9436102688
Alia Bhatt_14.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_14.jpg,Dubai,2021-06-13,9392946220
Robert Downey Jr_80.jpg,Robert Downey Jr,/content/drive/MyDrive/dataset/Faces/Robert Downey Jr_80.jpg,Chennai,2022-01-23,9199540286
Hugh Jackman_71.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_71.jpg,Dubai,2024-09-21,9665899564
Camila Cabello_26.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_26.jpg,Chennai,2021-06-20,9959575747
Charlize Theron_61.jpg,Charlize Theron,/content/drive/MyDrive/dataset/Faces/Charlize Theron_61.jpg,Mumbai,2022-03-21,9845503679
Marmik_30.jpg,Marmik,/content/drive/MyDrive/dataset/Faces/Marmik_30.jpg,New York,2024-02-15,9505591531
Zac Efron_77.jpg,Zac Efron,/content/drive/MyDrive/dataset/Faces/Zac Efron_77.jpg,Dubai,2025-03-11,9292616998
Tom Cruise_49.jpg,Tom Cruise,/content/drive/MyDrive/dataset/Faces/Tom Cruise_49.jpg,Tokyo,2023-03-30,9501840628
Camila Cabello_34.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_34.jpg,Toronto,2021-07-19,9037857744
Tom Cruise_26.jpg,Tom Cruise,/content/drive/MyDrive/dataset/Faces/Tom Cruise_26.jpg,Hyderabad,2021-07-21,9406791342
Claire Holt_84.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_84.jpg,Mumbai,2021-01-31,9977052401
Claire Holt_7.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_7.jpg,Tokyo,2021-08-20,9639439943
Anushka Sharma_9.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_9.jpg,Paris,2023-02-17,9036825102
Jessica Alba_19.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_19.jpg,Paris,2021-08-02,9738757475
Natalie Portman_31.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_31.jpg,Mumbai,2023-11-15,9742870753
Henry Cavill_65.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_65.jpg,Tokyo,2024-07-10,9119249352
Alia Bhatt_31.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_31.jpg,Paris,2021-01-09,9957582523
Camila Cabello_60.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_60.jpg,Mumbai,2023-02-18,9880400742
Kashyap_18.jpg,Kashyap,/content/drive/MyDrive/dataset/Faces/Kashyap_18.jpg,Mumbai,2022-10-13,9789163971
Akshay Kumar_32.jpg,Akshay Kumar,/content/drive/MyDrive/dataset/Faces/Akshay Kumar_32.jpg,Hyderabad,2023-12-01,9955206340
Hrithik Roshan_85.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_85.jpg,Hyderabad,2021-06-14,9461516090
Jessica Alba_55.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_55.jpg,Chennai,2021-01-01,9076807633
Courtney Cox_66.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_66.jpg,London,2022-04-01,9216796396
Ellen Degeneres_36.jpg,Ellen Degeneres,/content/drive/MyDrive/dataset/Faces/Ellen Degeneres_36.jpg,Dubai,2022-04-22,9555919727
Dwayne Johnson_32.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_32.jpg,Dubai,2023-11-01,9912981649
Lisa Kudrow_31.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_31.jpg,Dubai,2021-11-13,9379735994
Jessica Alba_11.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_11.jpg,Paris,2021-10-24,9524875407
Priyanka Chopra_30.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_30.jpg,Hyderabad,2024-09-07,9847860546
Akshay Kumar_46.jpg,Akshay Kumar,/content/drive/MyDrive/dataset/Faces/Akshay Kumar_46.jpg,London,2022-05-23,9453802809
Hugh Jackman_70.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_70.jpg,Paris,2024-10-01,9250163537
Lisa Kudrow_36.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_36.jpg,Tokyo,2023-09-07,9730947726
Margot Robbie_47.jpg,Margot Robbie,/content/drive/MyDrive/dataset/Faces/Margot Robbie_47.jpg,Tokyo,2022-12-09,9870920895
Hugh Jackman_12.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_12.jpg,New York,2023-05-09,9104671127
Roger Federer_21.jpg,Roger Federer,/content/drive/MyDrive/dataset/Faces/Roger Federer_21.jpg,Mumbai,2020-09-05,9490343478
Brad Pitt_41.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_41.jpg,Paris,2020-08-21,9526609163
Elizabeth Olsen_60.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_60.jpg,New York,2020-04-02,9426861401
Akshay Kumar_34.jpg,Akshay Kumar,/content/drive/MyDrive/dataset/Faces/Akshay Kumar_34.jpg,Dubai,2022-08-23,9308388174
Anushka Sharma_58.jpg,Anushka Sharma,/content/drive/MyDrive/dataset/Faces/Anushka Sharma_58.jpg,Dubai,2024-05-31,9595393222
Hrithik Roshan_93.jpg,Hrithik Roshan,/content/drive/MyDrive/dataset/Faces/Hrithik Roshan_93.jpg,Tokyo,2022-08-30,9603633025
Kashyap_19.jpg,Kashyap,/content/drive/MyDrive/dataset/Faces/Kashyap_19.jpg,Chennai,2021-03-06,9850561488
Billie Eilish_43.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_43.jpg,London,2023-08-23,9632519009
Henry Cavill_37.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_37.jpg,Tokyo,2024-12-29,9383592000
Priyanka Chopra_52.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_52.jpg,Toronto,2020-12-05,9345357788
Amitabh Bachchan_22.jpg,Amitabh Bachchan,/content/drive/MyDrive/dataset/Faces/Amitabh Bachchan_22.jpg,Mumbai,2022-05-24,9449252480
Billie Eilish_96.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_96.jpg,Paris,2024-04-05,9338892511
Billie Eilish_68.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_68.jpg,Tokyo,2021-07-04,9993825475
Lisa Kudrow_8.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_8.jpg,Toronto,2024-09-11,9699382724
Henry Cavill_13.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_13.jpg,Tokyo,2023-04-23,9033849418
Elizabeth Olsen_66.jpg,Elizabeth Olsen,/content/drive/MyDrive/dataset/Faces/Elizabeth Olsen_66.jpg,New York,2024-10-08,9153349364
Camila Cabello_51.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_51.jpg,London,2021-12-07,9041821289
Priyanka Chopra_49.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_49.jpg,Paris,2022-10-18,9761990773
Tom Cruise_23.jpg,Tom Cruise,/content/drive/MyDrive/dataset/Faces/Tom Cruise_23.jpg,Delhi,2020-07-15,9559585316
Alexandra Daddario_16.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_16.jpg,Tokyo,2024-02-15,9334623423
Brad Pitt_61.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_61.jpg,Tokyo,2025-02-04,9272531638
Ellen Degeneres_40.jpg,Ellen Degeneres,/content/drive/MyDrive/dataset/Faces/Ellen Degeneres_40.jpg,Tokyo,2020-12-01,9741688831
Lisa Kudrow_52.jpg,Lisa Kudrow,/content/drive/MyDrive/dataset/Faces/Lisa Kudrow_52.jpg,Mumbai,2023-06-02,9186106128
Brad Pitt_26.jpg,Brad Pitt,/content/drive/MyDrive/dataset/Faces/Brad Pitt_26.jpg,Chennai,2022-10-30,9708281698
Henry Cavill_78.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_78.jpg,Paris,2021-05-15,9324085958
Roger Federer_64.jpg,Roger Federer,/content/drive/MyDrive/dataset/Faces/Roger Federer_64.jpg,Tokyo,2024-11-18,9684509894
Courtney Cox_13.jpg,Courtney Cox,/content/drive/MyDrive/dataset/Faces/Courtney Cox_13.jpg,New York,2021-01-04,9675327140
Vijay Deverakonda_66.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_66.jpg,Mumbai,2021-01-14,9949315334
Henry Cavill_29.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_29.jpg,Dubai,2020-10-15,9277592117
Claire Holt_69.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_69.jpg,Toronto,2023-10-16,9893240126
Henry Cavill_56.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_56.jpg,Toronto,2022-05-24,9958151582
Priyanka Chopra_85.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_85.jpg,New York,2020-06-14,9161253009
Virat Kohli_41.jpg,Virat Kohli,/content/drive/MyDrive/dataset/Faces/Virat Kohli_41.jpg,Tokyo,2022-01-01,9167203926
Jessica Alba_74.jpg,Jessica Alba,/content/drive/MyDrive/dataset/Faces/Jessica Alba_74.jpg,Toronto,2021-03-14,9026853699
Vijay Deverakonda_81.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_81.jpg,London,2021-02-03,9296536612
Natalie Portman_93.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_93.jpg,Mumbai,2024-06-04,9302006297
Priyanka Chopra_53.jpg,Priyanka Chopra,/content/drive/MyDrive/dataset/Faces/Priyanka Chopra_53.jpg,Chennai,2023-05-07,9660946198
Camila Cabello_39.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_39.jpg,Hyderabad,2024-08-03,9919422405
Dwayne Johnson_16.jpg,Dwayne Johnson,/content/drive/MyDrive/dataset/Faces/Dwayne Johnson_16.jpg,Delhi,2024-01-29,9996400484
Camila Cabello_74.jpg,Camila Cabello,/content/drive/MyDrive/dataset/Faces/Camila Cabello_74.jpg,Chennai,2022-05-18,9532721447
Natalie Portman_68.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_68.jpg,Toronto,2021-03-28,9926221688
Hugh Jackman_62.jpg,Hugh Jackman,/content/drive/MyDrive/dataset/Faces/Hugh Jackman_62.jpg,Toronto,2025-03-02,9100853084
Billie Eilish_61.jpg,Billie Eilish,/content/drive/MyDrive/dataset/Faces/Billie Eilish_61.jpg,Dubai,2021-07-13,9637797535
Alexandra Daddario_37.jpg,Alexandra Daddario,/content/drive/MyDrive/dataset/Faces/Alexandra Daddario_37.jpg,Hyderabad,2024-03-26,9304853287
Tom Cruise_3.jpg,Tom Cruise,/content/drive/MyDrive/dataset/Faces/Tom Cruise_3.jpg,London,2023-08-03,9324513414
Henry Cavill_82.jpg,Henry Cavill,/content/drive/MyDrive/dataset/Faces/Henry Cavill_82.jpg,Paris,2022-10-23,9776266380
Claire Holt_78.jpg,Claire Holt,/content/drive/MyDrive/dataset/Faces/Claire Holt_78.jpg,Delhi,2022-11-17,9018194185
Vijay Deverakonda_43.jpg,Vijay Deverakonda,/content/drive/MyDrive/dataset/Faces/Vijay Deverakonda_43.jpg,Dubai,2021-02-28,9264441651
Natalie Portman_55.jpg,Natalie Portman,/content/drive/MyDrive/dataset/Faces/Natalie Portman_55.jpg,Mumbai,2020-09-02,9787801851
Alia Bhatt_16.jpg,Alia Bhatt,/content/drive/MyDrive/dataset/Faces/Alia Bhatt_16.jpg,Mumbai,2024-11-29,9385465031
